bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
Juni,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN YAYASAN PANTI NURUL HUDA,0
Juni,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN ANAK YATIM  YP PETAMBURAN,0
Juni,2019, ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS PULO GEBANG - PULO GADUNG,1882
Juni,2019, ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS RAGUNAN - SMK 57,3756
Juni,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN TOUR DE BATAVIA,104
Juni,2019, ANGKUTAN UMUM LAINNYA ,,SHUTTLE THAMRIN 10 - LAPANGAN BANTENG,1763
Juni,2019, ANGKUTAN UMUM LAINNYA ,,SHUTTLE IRTI - LAPANGAN BANTENG,4605
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,59509
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,52939
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,50101
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,55423
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,76122
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,72582
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,58706
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,15606
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,27277
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,20719
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,65011
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,152281
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,109456
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,35535
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,31081
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,171242
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,112009
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,102414
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,40457
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,7662
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,64085
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,61556
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,64225
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,7578
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,12011
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,158292
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,95621
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,109894
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,49437
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,43972
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,103752
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,12391
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,KALIMALANG - RAWAMANGUN,19
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,63086
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,87887
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,58431
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,95339
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,9733
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,68442
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,82053
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,2638
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,41925
Juni,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,4494
Juni,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,166965
Juni,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,105409
Juni,2019,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,46245
Juni,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,3299
Juni,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,1222
Juni,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,15826
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,10597
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,21437
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,3506
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,27967
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8244
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,668
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2903
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6495
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,43548
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,9655
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,6949
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,24738
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8506
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,32102
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3116
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,2895
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7086
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9599
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7176
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,24175
Juni,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4985
Juli,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2612456
Juli,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),921613
Juli,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1045636
Juli,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),809767
Juli,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1093594
Juli,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1089572
Juli,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1046570
Juli,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1097511
Juli,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1551003
Juli,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),857285
Juli,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),337129
Juli,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),258775
Juli,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),773992
Juli,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,112902
Juli,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,62345
Juli,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,38658
Juli,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,5648
Juli,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,1543
Juli,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,6495
Juli,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,33934
Juli,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,3328
Juli,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,38412
Juli,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,64279
Juli,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,4641
Juli,2019,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2847
Juli,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,35973
Juli,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,41297
Juli,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,25539
Juli,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,206317
Juli,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,16322
Juli,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,136812
Juli,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,9622
Juli,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,933
Juli,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,8573
Juli,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,9883
Juli,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,35578
Juli,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,44957
Juli,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,62271
Juli,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,246768
Juli,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,128456
Juli,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,85803
Juli,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,109575
Juli,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,11293
Juli,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,105785
Juli,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,112711
Juli,2019,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,7917
Juli,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,15908
Juli,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,9725
Juli,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,9333
Juli,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,89628
Juli,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,89633
Juli,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,56618
Juli,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,34794
Juli,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,134679
Juli,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,68567
Juli,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,67007
Juli,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,12089
Juli,2019,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),88443
Juli,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,62915
Juli,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,750
Juli,2019,ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,9065
Juli,2019,ANGKUTAN UMUM INTEGRASI,11E,PULO GEBANG - LEBAK BULUS,0
Juli,2019,ANGKUTAN UMUM INTEGRASI,11H,PULO GEBANG - PINANG RANTI,0
Juli,2019,ANGKUTAN UMUM INTEGRASI,11F,PULO GEBANG - PASAR MINGGU,0
Juli,2019,ANGKUTAN UMUM INTEGRASI,10E,PULO GEBANG - TANJUNG PRIUK,0
Juli,2019,ANGKUTAN UMUM INTEGRASI,12A,KOTA - PELABUHAN KALIADEM,14995
Juli,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,32475
Juli,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,10295
Juli,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,10844
Juli,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,1745
Juli,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,10984
Juli,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,2751
Juli,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,5224
Juli,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,5711
Juli,2019,ANGKUTAN UMUM INTEGRASI,,TAMAN MINI - KAMPUNG RAMBUTAN,0
Juli,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,64512
Juli,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,40838
Juli,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,81408
Juli,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,5181
Juli,2019,TRANSJABODETABEK,D11,DEPOK - BKN,104617
Juli,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,118297
Juli,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,1207
Juli,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,151796
Juli,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,101508
Juli,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,48935
Juli,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,226258
Juli,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,82273
Juli,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,178534
Juli,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,101314
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,20112
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,16702
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,1049
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,5349
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,1962
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,166
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,16129
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,4971
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,1886
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,13621
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - BUNDERAN SENAYAN,15502
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,4647
Juli,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1251
Juli,2019,ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),412349
Juli,2019,ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,236557
Juli,2019,ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4384
Juli,2019,ANGKUTAN UMUM LAINNYA ,,GRATIS GATE NON BRT,2896
Juli,2019,ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS PULO GEBANG - PULO GADUNG,0
Juli,2019,ANGKUTAN UMUM LAINNYA ,,SHUTTLE BUS RAGUNAN - SMK 57,0
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN TOUR DE BATAVIA,0
Juli,2019,ANGKUTAN UMUM LAINNYA ,,SHUTTLE THAMRIN 10 - LAPANGAN BANTENG,0
Juli,2019,ANGKUTAN UMUM LAINNYA ,,SHUTTLE IRTI - LAPANGAN BANTENG,0
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PENGUNGSI PENCARI SWAKA,465
Juli,2019,ANGKUTAN UMUM LAINNYA ,,PPSU DKI - ANCOL,31978
Juli,2019,ANGKUTAN UMUM LAINNYA ,,LEBARAN BETAWI,980
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN AL IRSYAD - MONAS,398
Juli,2019,ANGKUTAN UMUM LAINNYA ,,POLDA-GBK,8018
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PKK DKI - VELDROME,1279
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN MASJID DKI - JIC,1034
Juli,2019,ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PJK KAMPUNG KB-DKI,632
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,73638
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,69157
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,60997
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,69392
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,9559
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,95576
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,79495
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,33028
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,42678
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,31709
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,100492
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,168763
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,133042
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,45456
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,40766
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,211872
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,145314
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,142801
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,55883
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,94182
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,76669
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,71408
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,74044
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,97415
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,140472
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,226382
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,128106
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,147688
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,627
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,67201
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,136511
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,KAMPUNG RAMBUTAN - BULAK RINGIN,76616
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,KALIMALANG - RAWAMANGUN,59203
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,TAMAN HARAPAN BARU - PULOGEBANG,1123
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,69698
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,108499
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGGU-CIGANJUR,9626
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,84704
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,164212
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,1647
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,8898
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,111347
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,45208
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,52207
Juli,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK-JEMBATAN ITEM,34986
Juli,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,102889
Juli,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,62042
Juli,2019,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,44636
Juli,2019,ANGKUTAN WISATA,BW3,ART N CULINARY,15222
Juli,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,26115
Juli,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2536
Juli,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,14549
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,15971
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,23212
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4498
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,29007
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8797
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7663
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3115
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6313
Juli,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,5017
